2019-04-01 16:10:46 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '22989-腾讯云云市场用户服务运营', 'publish_time': '2019-04-01'}
2019-04-01 16:10:47 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '29300-高级视觉设计师', 'publish_time': '2019-04-01'}
2019-04-01 16:10:47 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'EC-教育创想空间策展经理', 'publish_time': '2019-04-01'}
2019-04-01 16:10:47 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '18796-腾讯即玩云游戏高级产品经理（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:47 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '23486-高级交互设计师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:47 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '30627-腾讯广告渠道管理经理', 'publish_time': '2019-04-01'}
2019-04-01 16:10:47 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'GY0-【国际业务部】测试工程师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:47 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '15583-3D场景地图关卡编辑', 'publish_time': '2019-04-01'}
2019-04-01 16:10:47 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '21309-深圳市腾讯教育科技有限公司SEM专员(深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:47 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '21309-深圳市腾讯教育科技有限公司高中生物、史地政学科老师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:47 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '21309-深圳市腾讯教育科技有限公司排版设计师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:47 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'TEG06-安全渗透高级工程师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:47 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'TEG06-云原生架构师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:47 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'TEG06-容器平台高级开发工程师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:47 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '22989-存储产品策划经理', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '30359-服务管理高级工程师', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'PCG17-QQ支付数据开发工程师(深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'PCG16-ACG社区UGC运营leader', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '30628-腾讯广告商务平台产品经理（北京）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '27087-高级创意经理-策划方向', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '15602-高级游戏2D角色原画（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '15602-2D角色和场景设计', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '18425-金融人工智能高级研究员', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'WXG02-154 微信游戏系统测试工程师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'PCG16-精品游戏平台运营', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'TEG02-边缘计算平台后台开发工程师', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '22989-工业AI平台-产品架构师（深圳总部）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '22989-工业AI平台-产品经理（上海）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '22989-工业AI平台-产品经理（深圳总部）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '29912-短视频社区高级后台开发工程师', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '29912-数据分析-增长', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '29777-腾讯云广电行业方案架构师（北京/上海/深圳）（北京）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '29777-腾讯云广电行业方案架构师（北京/上海/深圳）（上海）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '22989-AI大数据项目经理', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '22989-JVM技术专家（深圳、北京、成都）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '15571-Senior Technical Artist', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'WXG02-113 微信通话后台开发工程师（广州/深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '26699-智慧零售运营行销经理（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '23671-企鹅号后台开发工程师（北京）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '22850-腾讯视频VIP后台开发', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '22850-腾讯视频VIP\xa0渠道营销工具产品经理（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '25923-数据分析师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '25923-机器学习平台研发工程师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'CSIG16-手图运营开发工程师（北京）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'HY6-内容营销经理（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'ZL-商业分析分析师/经理（WXG方向)', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '23486-后台开发高级工程师（北京）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'CSIG16-自动驾驶云平台高级后台开发工程师(北京)', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '30621-腾讯社交广告Web前端开发工程师（新闻视频广告 深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '23292-互娱内容运营经理（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'HY6-产品运营经理（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '15611-航海王IP动作游戏3D动画设计师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '15612-游戏客户端研发工程师(深圳)', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'CSIG16-手图后台开发工程师（北京）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '24491-王者荣耀全球版 商业化运营（皮肤方向）（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '22989-工业AI平台-产品架构师（上海）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '29777-腾讯云广电行业方案架构师（北京/上海/深圳）（深圳总部）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '26563-PC客户端开发工程师(深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'PCG09-安卓客户端开发', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '15616-高级3D场景美术师（上海）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '30624-腾讯广告汽车行业广告销售经理（广州）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '29912- 微视用户运营', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'TEG11-自然语言处理研究员（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'TEG11-推荐系统算法研发工程师（北京）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'TME-QQ音乐平台Web前端工程师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'PCG19-腾讯视频大数据高级工程师（北京）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'PCG19-腾讯视频自然语言处理高级工程师（北京）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '22850-腾讯视频VIP产品经理(深圳)', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '15573-MMORPG资深手游关卡设计师（上海）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '25928-次世代3D特效师（上海）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '25928-次世代3D角色美术(上海）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '20503-计算机视觉高级研究员（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '30621-腾讯社交广告高级算法工程师（新闻视频广告 深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '20503-人脸识别研发工程师（上海）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'TEG09-视频编转码高级工程师（深圳/北京）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '22989-云存储资深研发工程师（北京）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '20503-计算机视觉高级研究员（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '22989-腾讯云大数据产品研发专家（北京）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '22989-腾讯云大数据产品研发工程师（北京）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'CB-绩效经理（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'TEG14-系统测试工程师(深圳)', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '30621-腾讯社交广告应用开发工程师（新闻视频广告 深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '19511-腾讯游戏业务流程经理（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '23294-互娱赛事运营经理（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'WXG02-143 微信后台策略安全工程师(广州/深圳)', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'TEG04-高校合作项目经理（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '32032-游戏音频设计师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '15583-UE4引擎游戏客户端开发', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '15605-高级3D动画设计师(深圳)', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'PCG09-内容安全和质量产品经理', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'TEG04-智慧校园产品高级售前工程师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'PCG17-游戏数据分析师', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '32032-高级游戏美术特效(深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '32032-游戏客户端开发高级工程师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '28297-二次元赛道内外部平台合作（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '15614-slg主策划（上海）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '15616-UE4手游客户端开发工程师（上海）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '31504-腾讯云大客户售后高级技术顾问（深圳/北京/上海/成都）（上海）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'WH-员工关系经理（劳动关系方向）（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '21557-视频编解码专家（北京/深圳/美国）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'PCG17-厘米秀数据开发(深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'PCG09-高级产品经理(商业化产品)', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'PCG09-内容策略产品经理', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'PCG09-内容平台高级产品经理', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'HGJ-senior legal counsel(MA)', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'PCG16-游戏类信息流社区运营', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'PCG16-信息流后台开发工程师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'PCG16-游戏内容Android开发工程师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '15602-动画分镜设计（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '15616-高级UE4引擎图形开发工程师（上海）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '31458-信用卡高级产品经理', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '20354-腾讯云网络安全研究员', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'TEG05-Linux后台开发工程师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'CSIG17-高级测试工程师', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'PCG17-厘米秀高级产品运营（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': 'WXG03-113 微信公众平台后台开发工程师（广州）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '15573-手游服务器开发工程师（上海）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '22989-腾讯云设计中心-高级交互设计师（深圳）', 'publish_time': '2019-04-01'}
2019-04-01 16:10:48 [tencent_crawlspider.spiders.e_hr] WARNING: {'title': '24546-客厅新媒体运营经理（北京）', 'publish_time': '2019-04-01'}
